Title,ImageLink,Price,Category,Description,Dimension
"18th Century Meissen Porcelain Model of a King Charles Spaniel, J.J. Kändler",https://a.1stdibscdn.com/18th-century-meissen-porcelain-model-of-a-king-charles-spaniel-jj-kandler-for-sale/1121189/f_203762321600408926723/20376232_master.jpg,22800.0,"Furniture >Decorative Objects >Sculptures >Animal Sculptures ,Furniture,Decorative Objects,Sculptures,Animal Sculptures,","An 18th century Louis XVI period Meissen porcelain model of a King Charles spaniel, blue crossed swords mark, after the model by J.J. Kändler. The spotted dog with mouth open to reveal his tongue, seated on a gilt-tasseled diaper-pattern pillow. Pieces from this period in this quality and condition are extremely rare to come by. Meissen and early 18th century porcelain collectors or enthusiasts search for many years until they find these pieces.
Germany, circa 1760
Provenance: Röbbig Kunsthandel, Munich.",0
18th-19th Century Neoclassical Multi-Marble Bust of Roman Emperor Titus Domitian,https://a.1stdibscdn.com/18th-19th-century-neoclassical-multi-marble-bust-of-roman-emperor-titus-domitian-for-sale/1121189/f_160412221571467328879/16041222_master.jpg,69195.0,"Furniture >Decorative Objects >Sculptures >Busts ,Furniture,Decorative Objects,Sculptures,Busts,","A striking late 18th-early 19th century bust of the Roman Emperor Titus Domitian. The head is made from hand carved white Carrara marble, the tunic and toga are made from hand carved honey alabaster, which are all supported on a cipollino marble socle. The bust rests on a robust column of red Breccia Pernice marble, mounted on a Carrara marble base and top.

The detail to this bust is truly exceptional. The quality of a marble bust is noted from a few factors; the first being the hair of the bust. Hair is an extremely delicate and free-flowing body part, which makes it very difficult to hand-carve with a realistic feel. The next factor in marble bust quality is demonstrated in the face. Humans have distinct characteristics that sets them apart from one another. An exceptional bust allows someone to just glance upon it and recognize the person immediately. The final factor in marble bust quality is the clothes. Like hair, fabrics are free-flowing in nature, with variable curves and inconsistencies. A true master marble sculptor will exceptionally carve the general attire of the bust, in this case a tunic and toga, to resemble that of a free-flowing garment in the breeze, with curves and silhouettes. This bust of the Roman Emperor Titus Domitian reflects all these key characteristics and more. The hair is elegantly hand carved with exceptional detail, seemingly life-like in appearance. The facial features are perfectly in line with what Emperor Titus Domitian's is regarded to look like, a strong Romanesco nose, lightly wrinkled forehead, frowning eyebrows, a mid-sized mouth, and well-carved ears with a slight left head tilt. Finally, the garments on this bust, which include the tunic and toga, are exceptionally well hand carved, demonstrating natural free-flowing linen silhouettes, curves and billows. The culmination of these key-characteristics define this marble bust as truly exceptional.

Titus Flavius Caesar Domitianus Augustus was Roman emperor from 81 to 96 AD. He was the younger brother of Titus and the son of Vespasian, his two predecessors on the throne, and the last member of the Flavian dynasty. Domitian had a minor and largely ceremonial role during the reigns of his father and brother. After the death of his brother, Domitian was declared emperor by the Praetorian Guard. His 15-year reign was the longest since that of Tiberius. As emperor, Domitian strengthened the economy by revaluing the Roman coinage, expanded the border defenses of the Empire, and initiated a massive building program to restore the damaged city of Rome.",0
18th/19th Century Chinese Cinnabar Circular Box with Multiple Cartouches,https://a.1stdibscdn.com/an-18th-19th-century-chinese-cinnabar-circular-box-with-multiple-cartouches-for-sale/f_9195/f_303433521662652194882/f_30343352_1662652196317_bg_processed.jpg,7800.0,"Furniture >Asian Art and Furniture >Lacquer ,Furniture,Asian Art and Furniture,Lacquer,","An 18th/19th Century Chinese cinnabar circular box with multiple cartouches of Families. This is a marvelous piece with very fine details on the main top panel of the box. The top panel is beautifully hand-carved and hand-lacquered with a beautiful scene which includes an elderly man and the rest of their family. The family is seen playing in a wonderful meadow with trees, boulders, and clouds. Around the side of the box are multiple smaller cartouches of flowers and leaves and ancestors playing with younger family members and teaching them various things about life and their surroundings. Boxes like this with this age and carving quality come up very rarely, especially in this marvelous condition.
China, Circa: 18th/19th Century.",0
18th/19th Century Mughal Dynasty Gold and Gem Encrusted Jade Dagger,https://a.1stdibscdn.com/18th-century-mughal-dynasty-gold-and-gem-encrusted-jade-dagger-for-sale/1121189/f_213878921614365615309/21387892_master.jpg,12800.0,"Furniture >Asian Art and Furniture >Metalwork ,Furniture,Asian Art and Furniture,Metalwork,","Mughal dynasty gold and gem encrusted Spinach jade dagger having a dark green pistol grip, inlaid with gold, ruby and sapphire applied rosettes to either side. The Damascus single edge blade with serrated back, and gold inlaid design at hilt.
Measures: 14.25"" L
Mughal, circa 18th/19th century.",0
19 C. Dore Bronze Mounted Moser Light-Amber Colored Crystal & Enamel Centerpiece,https://a.1stdibscdn.com/19-c-dore-bronze-mounted-moser-light-amber-colored-crystal-enamel-centerpiece-for-sale/f_9195/f_285519021651851952486/f_28551902_1651851954045_bg_processed.jpg,7500.0,"Furniture >Decorative Objects >Bowls and Baskets >Decorative Bowls ,Furniture,Decorative Objects,Bowls and Baskets,Decorative Bowls,","An Antique 19th century dore bronze mounted moser light-amber colored crystal and enamel centerpiece/bowl. The crystal is fabulously hand-blown and hand-carved with a multitude of hand-painted enamel decorations of birds, butterflies, flowers, and grassy meadows. The top of the crystal is mounted with a beautiful gilt bronze mount which is hand-chased and designed with a marvelous open-work pattern. The base rests on four dore bronze feet with a similar pattern as the top which runs around the circular base.
Czech Republic, Circa: 1800's.",0
19th C Chinese Celadon Ground Vase: Blue & White Cartouches of Scholars & Elders,https://a.1stdibscdn.com/19th-c-chinese-celadon-ground-vase-blue-white-cartouches-of-scholars-elders-for-sale/f_9195/f_324353521674752986560/f_32435352_1674752988163_bg_processed.jpg,13800.0,"Furniture >Asian Art and Furniture >Ceramics ,Furniture,Asian Art and Furniture,Ceramics,","A 19th Century Chinese Celadon Ground Vase with Blue and White Cartouches of Scholars and Elders A very large 19th century blue and white Celadon Ground Vase, decorated front and back with panels depicting hand painted figural scenes of life in two gorgeous outdoor settings featuring delightfully large twisting trees. The figural works are highly detailed and show the same figures repeated on each side but attending to different activities and through their rearrangement depict a story in two distinct panels. The shade of dark and light blue create a striking contrast and is a stunning example of blue and white Chinese ceramics universally appealing due to the color combination, mirroring the natural blue and white of the sky and with an ability to brighten even the darkest corner of a room. Each figural has a painted border and is surrounded by a delightful flowing arrangement of flowers and foliage with a beautiful Celadon glaze.
China: Circa: 1850.



",0
19th C French Dore Bronze Mtd Snake Handle & Faux Porphyry Porcelain Centerpiece,https://a.1stdibscdn.com/19th-c-french-dore-bronze-mtd-snake-handle-faux-porphyry-porcelain-centerpiece-for-sale/1121189/f_245128421626373940586/24512842_master.jpg,21440.0,"Furniture >Serveware, Ceramics, Silver and Glass >Centerpieces ,Furniture,Serveware, Ceramics, Silver and Glass,Centerpieces,","A Fabulous 19th Century French Louis XVI Style Dore Bronze Mounted Snake Handle and Faux Porphyry Porcelain Centerpiece. This piece is beautiful and so well made that the hand-painted faux porphyry porcelain looks absolutely real, as if it was made out of a carved piece of Egyptian porphyry. The porcelain centerpiece is made of hand-carved porcelain and hand-painted with excellent precision to appear as porphyry. The porcelain body is fitted with exceptional quality dore bronze mounted handles, which are in the form of snakes. The snake handles are finely hand-chased, hand-chiseled, matted and burnished, which demonstrate the fine quality of dore bronze. There is tremendous detail in each snake, which include life-like scales, eyes, mouth, and beautiful dore bronze bow around their bodies. Each handle is a combination of two different snakes, four snakes in total, creating a beautiful wide-handled design. The upper dore bronze rim is also incredible, with a roped design fitted with dore bronze bows. The porcelain body is of an oval form with ribbed rounded decoration, which runs down a waisted neck on a square dore bronze plinth with swirling-circular designs.
France, Circa: 1850",0
"19th C French Ormolu Mtd. Multi-Arm Baccarat Crystal Chandelier, w/ Fleur de Lis",https://a.1stdibscdn.com/archivesE/upload/1121189/f_376852121721730051134/37685212_datamatics.jpg,75000.0,"Furniture >Lighting >Chandeliers and Pendants ,Furniture,Lighting,Chandeliers and Pendants,","A Magnificent and Quite Large 19th Century French Ormolu Mounted Multi-Arm Baccarat Crystal Chandelier, with Fleur de Lis Crystal Prisms.  The ormolu body is cast of the highest quality of mercury gilt bronze.  The arms are spectacular and split up between multiple tiers.  The central stem is made up of a thick ormolu pole which is decorated with Baccarat crystal hand-diamond cut stepped sections.  Attached to the stem are the numerous ormolu arms which terminated to hand-chased and hand-chiseled ormolu bobeche's; inside each bobeche is a hand-diamond cut crystal candle holder which is similar to a lily flower.  These crystals are each hand-diamond cut with a crystal prismic pattern.  Hanging off each arm is an array of hand-diamond cut crystal prisms, each with a variable crystal style form and each hand-beveled.  At the top of each prism is a cut-crystal flower, which beautifully completes the gorgeous arms.  In the center of each bi-armed section is a small ormolu step which holds a cut-crystal beveled sphere and incredible and rare, cut-crystal, beveled Fleur de Lis.  This symbol is highly important and symbolic to the Royal family of France for hundreds of years.  Chandeliers of this size, quality, condition, and inclusive of Fleur de Lis are highly prized and rarely found in the market as Fleur de Lis based items were usually produced with noble reason. 
France, Circa:  1880

Baccarat is a French luxury crystal company that manufactures and sells high-end products. Founded in 1764 by artisans in Lorraine with the permission of King Louis XV, Baccarat is known for its craftsmanship, quality, and innovation. The company's products include lighting, tableware, decorative objects, fine jewelry, and custom flacons, and are designed to symbolize French artifacts.

The fleur-de-lis is a stylized lily or iris with three petals that's often used as a decoration or heraldic charge. The term comes from the French words fleur (""flower"") and lis (""lily""). The fleur-de-lis has a long history and has been used in many different ways, including:
Royal coat of arms
French kings used the fleur-de-lis as a symbol of their sovereignty, and it was featured on the traditional French coat of arms from the High Middle Ages until the French Revolution in 1792. English kings also used the symbol on their coats of arms to emphasize their claims to the French throne.",0
19th C Meissen Porcelain Allegorical Group of Three Putti with Musical Motifs,https://a.1stdibscdn.com/a-19th-c-meissen-porcelain-allegorical-group-of-three-putti-with-musical-motifs-for-sale/f_9195/f_303488821662670406808/f_30348882_1662670408365_bg_processed.jpg,6850.0,"Furniture >Decorative Objects >Sculptures >Figurative Sculptures ,Furniture,Decorative Objects,Sculptures,Figurative Sculptures,","A Beautiful 19th century Meissen Porcelain allegorical grouping of three putti with musical Motifs. One putti is seen with a trumpet in his hand, the other putti is seen playing a lyre, and the final seated putti is seen holding a book with with a pen which he is presumably going to use to write music with. Each putti is hand-painted and hand-carved with fantastic detail. Behind the three putti is a tall column with a laurel wreath around its top. Behind the seated putti is a portrait of a man in relief similar to the pate-sur-pate technique.
Germany, Circa: 1870.",0
"19th C. Carved Wood Marquetry Center Table of Atlas, Signed J. Plucknett & Co.",https://a.1stdibscdn.com/archivesE/upload/1121189/f_212805921629482914179/21280592_datamatics.jpg,12800.0,"Furniture >Tables >Center Tables ,Furniture,Tables,Center Tables,","A fabulous antique 19th century hand-carved wood and marquetry center/side table of atlas, Signed J. Plucknett & Co. Warwick, England. The beautifully hand-carved figure of Atlas is seen kneeling on a triangular base with marquetry designs on the sides of it. Atlas is holding up a round, flat table top with a beautiful marquetry floral and vine top design. Atlas is very finely hand-carved with incredible detail. His muscles are remarkably life-like in appearance and the table is in immaculate condition after all these years.
England, Circa: 1890.",0
19th C. Chinese Famille Vert Porcelain Figure of a Seated Scholar as a Lamp,https://a.1stdibscdn.com/a-19th-c-chinese-famille-vert-porcelain-figure-of-a-seated-scholar-as-a-lamp-for-sale/f_9195/f_265365421639519446125/f_26536542_1639519447416_bg_processed.jpg,16260.0,"Furniture >Asian Art and Furniture >Ceramics ,Furniture,Asian Art and Furniture,Ceramics,","A fabulous 19th century Chinese Famille Vert Porcelain figure of a seated scholar mounted as a lamp. Beautifully hand-painted with an array of monochromatic colors including green, black, red, yellow, and white. The scholar is seen seated with a long beautiful robe decorated with a panel of a red flying crane amongst clouds. The rest of the robe is decorated with flourishing clouds, flowers and an impressive belt. The porcelain is all hand-carved and hand-painted with the finest quality. The figure was later mounted as a lamp, however, the piece was not drilled preserving the porcelain piece in its original quality. The lamped portions are adjustable and even removable.
China, Circa: 19th century","with electrical fitting:
Height: 39 in.
Width: 11 in.
Depth: 11.5 in.

Dimensions of porcelain figure without electrical fitting:
Height: 19.5 in.
Width: 9 in.
Depth 8.5 in."
"19th C. English Dore Bronze Mtd. Crystal Bowl Centerpiece w/ Bird Handles, Osler",https://a.1stdibscdn.com/19th-c-english-dore-bronze-mtd-crystal-bowl-centerpiece-w-bird-handles-osler-for-sale/f_9195/f_325250021675191868396/f_32525002_1675191869600_bg_processed.jpg,15500.0,"Furniture >Decorative Objects >Bowls and Baskets >Decorative Bowls ,Furniture,Decorative Objects,Bowls and Baskets,Decorative Bowls,","A marvelous 19th century English Dore bronze mounted crystal bowl centerpiece with dore bronze bird handles, signed on the bottom, Osler. The crystal bowl is beautifully hand carved with meticulous detail. The bowl is further surmounted on the dore bronze mount which is of the finest detail. The handles are cast, hand-chased, and hand-chiseled dore bronze in the form of birds. The base is mounted on a dore bronze circular mount that terminates to multiple lions paw feet. The bottom of the piece is signed, ""Osler"". Pieces by Osler are rare to find in this condition, quality, and size.
England, circa: 1860.",0
19th C. French Grand Tour Dore Bronze Colonne de Juillet Mounted as a Lamp,https://a.1stdibscdn.com/19th-c-french-grand-tour-dore-bronze-colonne-de-juillet-mounted-as-a-lamp-for-sale/f_9195/f_290255821654699658697/f_29025582_1654699659632_bg_processed.jpg,14888.0,"Furniture >Lighting >Table Lamps ,Furniture,Lighting,Table Lamps,","A large and high quality 19th century French Dore bronze Colonne de Juillet mounted as a lamp. The Colonne de Juillet is a monument in France in recognition of the Revolution of 1830. It stands in the middle of the Place de la Bastille, and recognizes the ""three glorious"" or Trois Glorieuses (July 27-29) which was the fall of Charles X the King of France and the commencement of King Louis-Philippe, ""King of the French"". It was built between the years 1835 and 1840. This piece is truly spectacular and embodies the true masterpiece of the original Colonne de Juillet. The columnar body rests on a round carrara marble socle, which holds-up the dore bronze column. The dore bronze column sits on a square marble base which steps up-to a carrara marble base with dore bronze medallions symbolizing the great country of France. The upper portion is ornamented with Barye lions masks in high-relief with four putti found on either side of the upper column. The corinthian style column was designed by Jean-Antoine Alavoine. The middle of the column is all hand-chassed and hand-chiseled with the names of all the people that passed away during the 1830 war. The base is fitted with Eagles with garlands extending from each of their talons. The base is very ornate with a tremendous amount of detail, with square plaques each with writing symbolizing the war, dates and other France inspired quotes. This piece was latter fitted with electrical components to be used as a lamp.
France, Circa: 1860
Measures: Height with electrical fitting: 36 inches
Height without electrical fittings: 25 inches
The electrical components are adjustable in height.",0
"19th C. French Islamic Champleve Enamel Vase and Underplate, Signed Barbedienne",https://a.1stdibscdn.com/19th-c-french-islamic-champleve-enamel-vase-and-underplate-signed-barbedienne-for-sale/f_9195/f_315297921669833664185/f_31529792_1669833665068_bg_processed.jpg,7500.0,"Furniture >Decorative Objects >Vases and Vessels >Vases ,Furniture,Decorative Objects,Vases and Vessels,Vases,","A Fantastic 19th century French Islamic/Orientalist Style Champleve Enamel Vase and Underplate, Signed F. Barbedienne. The wide-mouthed vase terminates down a narrowing body and is mounted on four ormolu lions-paw feet. The body of the vase is marvelously decorated with an array of champleve enamel colors including turquoise, red, green, yellow, white, and black in an arabesque pattern. Orientalist/Islamic designs are truly beautiful, especially when accomplished by the master of French bronze work, Barbedienne. The vase rests on a champleve enamel underplate, which perfectly matches the decoration of the vase. The vase is flanked on either side with a circular ormolu handle which has a flared leaf-like end that sits underneath the circular handle. Orientalist/Islamic motif objects were very popular in the 19th century, especially in France. The underplate is signed, ""F. Barbedienne"" on the lip.
France, circa: 1850.",0
19th C. French Louis XVI Style Dore Bronze Mounted Mirrored Malachite Dresser,https://a.1stdibscdn.com/19th-c-french-louis-xvi-style-dore-bronze-mounted-mirrored-malachite-dresser-for-sale/f_9195/f_340775521682971120536/f_34077552_1682971121906_bg_processed.jpg,45000.0,"Furniture >Case Pieces and Storage Cabinets >Dressers ,Furniture,Case Pieces and Storage Cabinets,Dressers,","An Incredible and Spectacular 19th Century French Louis XVI Style Dore Bronze Mounted Mirrored Malachite Dresser with Candelabra arms.  The malachite body of the dresser is hand crafted from a semi-precious stone, highly sought after for its unique beauty and rarity. This earthy green stone with its irregular black banding was often used to adorn the finest pieces of furniture and jewelry.  This magnificent dresser is a gorgeous mottled malachite in a jade and turquoise color with golden doré bronze accents on the feet and drawer pulls, which adds to its beauty and elegance. The oval mirror is surrounded by a doré bronze frame with a botanical design that is sure to catch the eye of anyone who gazes upon it. The candelabras on either side of the mirror are crafted in the shape of twisting branches with golden leaves, holding three candles each, and made of doré bronze.
  
The dresser also features a central drawer flanked by two square drawers with doré bronze ring pulls styled like wreaths. The beautiful green malachite extends to the back of the mirror which is an unexpected and delightful surprise. The lion feet crafted in doré bronze add a regal touch to the piece, making it a truly magnificent and impressive item. This dresser has wonderful hearts depicted in the malachite patterns.
France, Circa: 1880",0
